IC - NGC,Name,Messier,NGC,IC,Object Type abrev.,Object type,ra,dec,Constellation,Major axis,Minor axis,Position angle,b_mag,v_mag,j_mag,h_mag,k_mag,Surface Brigthness,Hubble (only Galaxies),Cstar U-Mag (only Planetary Nebulae),Cstar B-Mag (only Planetary Nebulae),Cstar V-Mag (only Planetary Nebulae),Cstar Names (only Planetary Nebulae),identifiers,common_names,ned_notes,openngc_notes,Image
IC,IC4882,,,,G,Galaxy,19:40:23.31,-55:11:48.9,Tel,0.98,0.84,2,14.61,,11.55,10.83,10.64,23.13,SBb,,,,,2MASX J19402333-5511487,,,,
IC,IC2826,,,,G,Galaxy,11:27:06.08,+13:14:19.4,Leo,0.73,0.7,56,15.1,,13.71,12.99,12.76,23.46,Sbc,,,,,2MASX J11270610+1314191,,,,
NGC,NGC4963,,,,G,Galaxy,13:05:51.95,+41:43:18.9,CVn,0.86,0.81,55,14.2,,11.35,10.65,10.32,22.59,Sa,,,,,2MASX J13055194+4143191,,,,
IC,IC4891,,,IC4889,Dup,Galaxy,19:45:15.15,-54:20:38.9,Tel,,,,,,,,,,,,,,,,,,,
IC,IC2832,,,,*,Star,11:27:25.12,+13:59:22.0,Leo,,,,,,,,,,,,,,,,,,,
NGC,NGC4966,,,,G,Galaxy,13:06:17.31,+29:03:46.3,Com,1.03,0.49,142,14.23,13.48,11.14,10.42,10.25,22.34,SABa,,,,,2MASX J13061725+2903471,,,,
IC,IC4894,,,,G,Galaxy,19:46:59.11,-51:50:47.4,Tel,0.87,0.51,131,14.65,,12.78,12.33,11.75,22.72,,,,,,2MASX J19465918-5150476,,,,
IC,IC2833,,,,*,Star,11:27:26.11,+13:36:10.1,Leo,,,,,,,,,,,,,,,SDSS J112726.10+133610.0,,,,
NGC,NGC4968,,,,G,Galaxy,13:07:05.98,-23:40:37.3,Hya,2.28,1.04,57,13.78,14.79,10.55,9.63,9.48,24.3,S0,,,,,2MASX J13070597-2340373,,,,
IC,IC4895,,NGC6822,,Dup,Galaxy,19:44:57.74,-14:48:12.4,Sgr,,,,,,,,,,,,,,,,,,,
IC,IC2834,,,,G,Galaxy,11:27:31.82,+13:34:13.2,Leo,0.45,0.37,17,17.47,,,,,24.42,E,,,,,2MASX J11273179+1334135,,,,
NGC,NGC4969 NED01,,,,G,Galaxy,13:07:02.74,+13:38:14.5,Vir,0.78,0.74,77,14.76,,11.63,11.07,11.02,23.33,E,,,,,2MASX J13070274+1338143,,,,
IC,IC4910,,,,G,Galaxy,19:57:46.99,-56:51:47.7,Pav,0.52,0.42,117,15.6,,13.02,12.45,11.98,22.77,SBbc,,,,,2MASX J19574697-5651474,,,,
IC,IC2837,,,,G,Galaxy,11:27:41.96,+10:18:47.0,Leo,0.43,0.37,39,16.48,,,,,23.52,E,,,,,2MASX J11274195+1018476,,,,
NGC,NGC4972,,NGC4954,,Dup,Galaxy,13:02:19.87,+75:24:15.0,Dra,,,,,,,,,,,,,,,,,,,
IC,IC4919,,,,G,Galaxy,20:00:09.05,-55:22:24.2,Tel,1.36,0.92,36,15.03,,,,,23.99,Sd,,,,,ESO 185-043,,,,
IC,IC2838,,,,G,Galaxy,11:27:45.24,+14:00:40.5,Leo,0.22,0.19,173,16.82,,14.13,13.34,13.08,,Sbc,,,,,2MASX J11274523+1400406,,,,
NGC,NGC4973,,,IC847,G,Galaxy,13:05:32.15,+53:41:06.5,UMa,0.96,0.82,94,15.1,,11.63,10.96,10.7,23.41,E,,,,,2MASX J13053216+5341069,,,,
IC,IC4921,,,,G,Galaxy,20:03:19.60,-67:49:36.7,Pav,0.8,0.42,136,15.33,,12.48,11.78,11.44,23.56,S0,,,,,2MASX J20031959-6749368,,,,
IC,IC2840,,,,G,Galaxy,11:27:47.60,+13:25:33.2,Leo,0.43,0.29,154,17.28,,,,,23.83,Sc,,,,,PGC 1430728,,,,
NGC,NGC4974,,,,G,Galaxy,13:05:55.89,+53:39:33.4,UMa,1.57,1.11,123,14.3,,11.23,10.5,10.22,24.14,E,,,,,2MASX J13055593+5339331,,,,
IC,IC4922,,,,Other,,19:59:29.37,-40:21:47.1,Sgr,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
IC,IC2841,,,,*,Star,11:27:48.86,+12:36:11.2,Leo,,,,,,,,,,,,,,,SDSS J112748.86+123611.2,,,,
NGC,NGC4976,,,,G,Galaxy,13:08:37.53,-49:30:23.1,Cen,5.83,3.27,161,11.05,10.2,7.76,7.12,6.85,23.63,E,,,,,2MASX J13083752-4930230,,,,
IC,IC4928,,,,G,Galaxy,20:10:12.00,-77:18:32.3,Oct,0.9,0.27,33,15.97,,12.85,12,11.53,24.5,,,,,,2MASX J20101200-7718324,,,,
IC,IC2848,,,,G,Galaxy,11:28:13.67,+13:01:49.7,Leo,0.47,0.39,9,17.12,,,,,24.3,Sc,,,,,SDSS J112813.67+130149.7,,,B-Mag taken from LEDA.,
NGC,NGC4979,,,IC4198,G,Galaxy,13:07:42.82,+24:48:38.1,Com,0.86,0.74,102,15.3,,12,11.28,11.41,23.61,Sb,,,,,2MASX J13074277+2448379,,,,
IC,IC4931,,,,G,Galaxy,20:00:50.36,-38:34:30.2,Sgr,2.28,1.43,135,12.82,,9.62,8.96,8.66,23.57,E,,,,,2MASX J20005034-3834301,,,,
IC,IC2849,,,,*,Star,11:28:11.66,+09:05:38.4,Leo,,,,,,,,,,,,,,,SDSS J112811.65+090538.3,,,,
NGC,NGC4982,,,,Other,,13:08:46.14,-10:35:19.2,Vir,,,,,,,,,,,,,,,,,Four Galactic stars.,,
IC,IC4933,,,,G,Galaxy,20:03:29.04,-54:58:47.8,Tel,2.08,1.28,9,13.29,12.24,10.66,9.98,9.7,22.91,SBbc,,,,,2MASX J20032906-5458478,,,,
IC,IC2852,,,,G,Galaxy,11:28:14.05,+09:48:01.7,Leo,0.49,0.31,119,16.73,,,,,23.55,SABc,,,,,PGC 1370252,,,,
NGC,NGC4985,,,,G,Galaxy,13:08:12.10,+41:40:34.8,CVn,1.15,0.82,126,15.1,,11.48,10.73,10.53,23.77,S0,,,,,2MASX J13081207+4140349,,,,
IC,IC4934,,,,G,Galaxy,20:07:14.85,-69:28:45.1,Pav,1.55,0.26,27,14.94,,12.67,11.97,11.58,23.29,Sc,,,,,2MASX J20071483-6928450,,,,
IC,IC2855,,,,G,Galaxy,11:28:24.99,+09:41:15.9,Leo,0.34,0.19,121,18.49,,,,,24.86,,,,,,SDSSJ112824.93+094114.3,,,B-Mag taken from LEDA.,
NGC,NGC4989,,,,G,Galaxy,13:09:16.05,-05:23:47.1,Vir,1.41,0.55,175,14,,10.15,9.46,9.24,23.83,S0,,,,,2MASX J13091607-0523469,,,,
IC,IC4938,,,,G,Galaxy,20:06:11.70,-60:12:41.8,Pav,0.46,0.3,170,13.33,,10.77,10.16,9.92,20.22,SBab,,,,,2MASX J20061173-6012416,,,,
IC,IC2857,,,,G,Galaxy,11:28:31.04,+09:06:15.9,Leo,1.79,0.32,160,15.3,,12.27,11.44,11.05,23.97,Sc,,,,,2MASX J11283107+0906162,,,,
NGC,NGC4990,,,,G,Galaxy,13:09:17.29,-05:16:22.1,Vir,0.9,0.81,48,14.38,13.82,11.28,10.63,10.37,22.79,S0,,,,,2MASX J13091728-0516219,,,,
IC,IC4939,,,,G,Galaxy,20:07:11.04,-60:44:19.7,Pav,0.74,0.44,148,15.08,,,,,22.76,Sc,,,,,ESO 143-008,,,,
IC,IC2866,,,,*,Star,11:29:00.03,+09:02:31.9,Leo,,,,,,,,,,,,,,,SDSS J112900.03+090231.9,,,,
NGC,NGC4992,,,,G,Galaxy,13:09:05.60,+11:38:03.0,Vir,1.06,0.6,11,14.6,,11.23,10.51,10.18,23.03,SBa,,,,,2MASX J13090558+1138026,,,,
IC,IC4940,,,,Other,,20:05:43.62,-44:41:59.8,Sgr,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
IC,IC2873 NED01,,,,G,Galaxy,11:29:27.47,+13:12:56.5,Leo,0.42,0.37,98,17.39,,,,,24.11,Sbc,,,,,SDSS J112927.46+131256.5,,,,
NGC,NGC4994,,NGC4993,,Dup,Galaxy,13:09:47.70,-23:23:02.0,Hya,,,,,,,,,,,,,,,,,,,
IC,IC4941,,,,G,Galaxy,20:06:58.61,-53:39:08.3,Tel,0.88,0.64,2,15.55,,13.92,12.7,13.28,23.7,SBd,,,,,2MASX J20065863-5339084,,,,
IC,IC2877,,,,G,Galaxy,11:29:37.74,+12:51:11.8,Leo,0.58,0.45,110,15.7,,14.26,13.85,13.51,23.62,Sbc,,,,,2MASX J11293772+1251110,,,,
NGC,NGC4998,,,,G,Galaxy,13:08:10.16,+50:39:49.5,CVn,1.02,0.87,19,15.2,,,,,23.57,Sc,,,,,2MASX J13081011+5039491,,,,
IC,IC4944,,,,G,Galaxy,20:07:08.84,-54:26:48.8,Tel,1.33,0.65,7,14.62,,11.32,10.57,10.32,23.92,S0-a,,,,,2MASX J20070886-5426487,,,,
IC,IC2879,,,,G,Galaxy,11:29:44.29,+09:00:49.9,Leo,0.44,0.33,170,16.84,,,,,23.62,Sb,,,,,2MASX J11294427+0900500,,,,
NGC,NGC4999,,,,G,Galaxy,13:09:33.13,+01:40:23.0,Vir,2.5,2.11,98,13.5,,9.93,9.32,8.94,23.9,Sb,,,,,2MASX J13093312+0140233,,,,
IC,IC4945,,NGC6876A,,Dup,Galaxy,20:11:16.85,-71:00:46.6,Pav,,,,,,,,,,,,,,,,,,,
IC,IC2883,,,,G,Galaxy,11:30:15.79,+10:54:39.3,Leo,0.33,0.28,94,17.23,,14.36,13.58,13.55,23.45,Sc,,,,,2MASX J11301578+1054394,,,,
NGC,NGC5006,,,,G,Galaxy,13:11:45.77,-19:15:42.3,Vir,2.07,1.66,2,13.33,,10.26,9.56,9.27,23.7,S0-a,,,,,2MASX J13114576-1915421,,,,
IC,IC4946,,,,G,Galaxy,20:23:58.07,-43:59:43.0,Sgr,2.5,0.9,68,12.83,11.79,9.72,8.99,8.73,23.04,S0-a,,,,,2MASX J20235805-4359432,,,,
IC,IC2885,,,,*,Star,11:30:22.61,+09:46:19.4,Leo,,,,,,,,,,,,,,,SDSS J113022.60+094619.4,,,,
NGC,NGC5007,,,,G,Galaxy,13:09:14.39,+62:10:30.1,UMa,0.93,0.57,136,14.2,,11.32,10.65,10.33,22.75,E-S0,,,,,2MASX J13091431+6210299,,,,
IC,IC4948,,NGC6902,,Dup,Galaxy,20:24:28.14,-43:39:12.7,Sgr,,,,,,,,,,,,,,,,,,,
IC,IC2889,,,,G,Galaxy,11:30:28.99,-13:05:27.6,Crt,1.22,0.69,151,14.7,,12.1,11.34,10.99,23.2,SABc,,,,,2MASX J11302898-1305276,,,,
NGC,NGC5011,,,,G,Galaxy,13:12:51.86,-43:05:46.4,Cen,2.92,2.43,154,12.14,11.33,9.08,8.39,8.14,23.59,E,,,,,2MASX J13125184-4305462,,,,
IC,IC4949,,NGC6861,,Dup,Galaxy,20:07:19.48,-48:22:12.8,Tel,,,,,,,,,,,,,,,,,,,
IC,IC2891,,,,G,Galaxy,11:30:48.14,+12:40:39.8,Leo,0.46,0.35,118,16.65,,,,,23.52,SBbc,,,,,2MASX J11304818+1240397,,,,
NGC,NGC5012,,,,G,Galaxy,13:11:37.04,+22:54:55.8,Com,2.64,1.44,10,13.6,,9.75,9.02,8.76,22.75,Sc,,,,,2MASX J13113705+2254556,,,,
IC,IC4951,,,,G,Galaxy,20:09:31.77,-61:51:01.7,Pav,3.07,0.71,175,14.23,13.84,,,,23.93,SBd,,,,,ESO 143-010,,,,
IC,IC2893 NED02,,,,G,Galaxy,11:30:53.46,+13:23:23.7,Leo,0.45,0.28,180,15.6,,14.64,14.5,13.32,22.81,Sd,,,,,2MASX J11305347+1323267,,,,
NGC,NGC5013,,,,G,Galaxy,13:12:07.35,+03:11:56.6,Vir,0.74,0.51,148,15,,12.59,11.82,11.7,22.99,SBbc,,,,,2MASX J13120735+0311564,,,,
IC,IC4958,,,,G,Galaxy,20:15:35.34,-72:42:40.3,Pav,0.46,0.3,25,,,13.97,13.2,13.29,,Sc,,,,,2MASX J20153537-7242402,,,,
IC,IC2895,,,,*,Star,11:30:57.29,+09:58:36.7,Leo,,,,,,,,,,,,,,,SDSS J113057.29+095836.6,,,,
NGC,NGC5014,,,,G,Galaxy,13:11:31.22,+36:16:55.7,CVn,2.11,0.73,100,13.5,,10.97,10.3,10.11,23.36,Sa,,,,,2MASX J13113119+3616556,,,,
IC,IC4960,,,,G,Galaxy,20:15:23.88,-70:32:15.9,Pav,1.26,0.39,166,14.53,,11.28,10.59,10.44,23.71,S0,,,,,2MASX J20152387-7032159,,,,
IC,IC2906,,,,*,Star,11:31:49.61,+13:07:58.4,Leo,,,,,,,,,,,,,,,SDSS J113149.61+130758.4,,,,
NGC,NGC5025,,,,G,Galaxy,13:12:44.75,+31:48:33.8,CVn,2.07,0.51,59,14.6,,11.51,10.79,10.56,23.82,Sb,,,,,2MASX J13124475+3148335,,,,
IC,IC4966,,,,Other,,20:12:16.42,-53:37:09.1,Tel,,,,,,,,,,,,,,,,,Galactic triple star,,
IC,IC2908,,,,*,Star,11:31:50.48,+12:56:16.4,Leo,,,,,,,,,,,,,,,SDSS J113150.47+125616.3,,,,
NGC,NGC5026,,,,G,Galaxy,13:14:13.64,-42:57:40.6,Cen,3.52,1.79,50,12.48,13.42,9.08,8.4,8.13,23.74,Sa,,,,,2MASX J13141365-4257404,,,,
IC,IC4969,,,,G,Galaxy,20:12:56.30,-53:55:12.2,Tel,0.71,0.64,22,15.16,,,,,23.14,Sa,,,,,2MASX J20125630-5355121,,,,
IC,IC2917,,,,G,Galaxy,11:32:19.33,+10:56:43.6,Leo,0.26,0.19,38,18.01,,,,,23.79,,,,,,PGC 1386736,,,,
NGC,NGC5027,,,,G,Galaxy,13:13:20.99,+06:03:40.6,Vir,1.1,1.01,0,14.8,,11.74,11.15,10.78,23.75,Sb,,,,,2MASX J13132098+0603401,,,,
IC,IC4974,,,,GPair,Galaxy Pair,20:15:26.50,-61:51:37.0,Pav,1,,,,,,,,,,,,,,,,,Diameter of the group inferred by the author.,
IC,IC2920,,,,*,Star,11:32:48.67,+12:33:25.6,Leo,,,,,,,,,,,,,,,SDSS J113248.66+123325.6,,,,
NGC,NGC5035,,,,G,Galaxy,13:14:49.23,-16:29:33.7,Vir,1.56,0.99,171,13.9,,10.57,9.91,9.62,23.34,S0-a,,,,,2MASX J13144922-1629331,,,,
IC,IC4981,,,,G,Galaxy,20:19:39.20,-70:50:54.7,Pav,1.07,0.35,136,15.05,,12.64,11.85,11.72,21.36,I,,,,,2MASX J20193921-7050546,,,,
IC,IC2924,,,,*,Star,11:32:52.19,+09:01:23.8,Leo,,,,,,,,,,,,,,,SDSS J113252.18+090123.7,,,,
NGC,NGC5037,,,,G,Galaxy,13:14:59.37,-16:35:25.1,Vir,2.02,0.47,44,13,,9.56,8.89,8.6,22.74,Sa,,,,,2MASX J13145938-1635251,,,,
IC,IC4986,,,,G,Galaxy,20:17:11.65,-55:02:11.0,Tel,2.23,0.86,15,14.16,,12.78,12.12,11.96,23.81,SABd,,,,,2MASX J20171166-5502111,,,,
IC,IC2925,,,,G,Galaxy,11:33:13.23,+34:15:54.4,UMa,0.48,0.18,21,15.6,,12.15,11.45,11.08,22.24,S0-a,,,,,2MASX J11331323+3415543,,,,
NGC,NGC5038,,,,G,Galaxy,13:15:02.13,-15:57:06.5,Vir,1.79,0.38,94,13.9,,10.54,9.83,9.53,24.09,S0,,,,,2MASX J13150213-1557061,,,,
IC,IC5005,,,,G,Galaxy,20:25:20.21,-25:49:45.4,Cap,1.36,0.99,62,13.58,,11.28,10.47,10.41,22.76,SBc,,,,,2MASX J20252020-2549454,,,,
IC,IC2926,,,,*,Star,11:33:04.07,+12:26:11.2,Leo,,,,,,,,,,,,,,,SDSS J113304.06+122611.1,,,,
NGC,NGC5046,,,,G,Galaxy,13:15:45.12,-16:19:36.6,Vir,1.02,0.85,42,14.3,,11.14,10.46,10.22,23,E,,,,,2MASX J13154512-1619360,,,,
IC,IC5009,,,,G,Galaxy,20:32:34.35,-72:10:03.2,Pav,1.05,0.66,96,14.39,,11.52,10.8,10.53,23.2,S0-a,,,,,2MASX J20323434-7210030,,,,
IC,IC2930,,,,G,Galaxy,11:33:44.14,+10:05:19.2,Leo,0.69,0.29,58,15.7,,13.12,12.43,12.16,23.21,Sb,,,,,2MASX J11334411+1005189,,,,
NGC,NGC5047,,,,G,Galaxy,13:15:48.52,-16:31:08.0,Vir,2.86,0.29,84,13.7,,10.21,9.59,9.42,24.44,S0,,,,,2MASX J13154852-1631080,,,,
IC,IC5012,,,,G,Galaxy,20:29:31.98,-56:44:35.2,Ind,1.06,0.52,78,15.28,,13.19,12.5,12.41,23.51,SBc,,,,,2MASX J20293194-5644354,,,,
IC,IC2932,,,,**,Double star,11:33:53.71,+10:32:36.2,Leo,,,,,,,,,,,,,,,,,,,
NGC,NGC5048,,,,G,Galaxy,13:16:08.38,-28:24:37.9,Hya,1.57,0.92,43,13.74,,10.63,9.89,9.63,23.65,E-S0,,,,,2MASX J13160837-2824376,,,,
IC,IC5014,,,,G,Galaxy,20:35:15.72,-73:27:09.4,Pav,0.77,0.66,102,14.36,,12.07,11.51,11.24,22.55,,,,,,2MASX J20351571-7327096,,,,
IC,IC2942,,,,G,Galaxy,11:36:12.21,+11:48:57.2,Leo,0.66,0.35,68,16.18,,,,,23.49,Sc,,,,,PGC 1399175,,,,
NGC,NGC5049,,,,G,Galaxy,13:15:59.30,-16:23:49.8,Vir,2.01,0.4,115,13.8,,10.4,9.73,9.52,23.89,S0,,,,,2MASX J13155930-1623500,,,,
IC,IC5021,,,,G,Galaxy,20:33:34.04,-54:31:14.8,Ind,0.76,0.67,21,15.02,,13.68,12.84,12.93,23.08,S?,,,,,2MASX J20333397-5431148,,,,
IC,IC2946,,,,G,Galaxy,11:37:29.69,+32:15:08.9,UMa,0.46,0.27,154,15.2,,12.15,11.47,11.12,,SBab,,,,,2MASX J11372968+3215088,,,,
NGC,NGC5052,,,,G,Galaxy,13:15:34.89,+29:40:33.9,Com,1.37,1.02,150,14.6,13.57,11.37,10.61,10.56,23.74,S0-a,,,,,2MASX J13153485+2940338,,,,
IC,IC5024,,,,G,Galaxy,20:40:09.54,-71:06:27.7,Pav,0.98,0.71,17,14.88,,13.55,12.45,12.45,23.61,,,,,,2MASX J20400957-7106277,,,,
IC,IC2947,,,,G,Galaxy,11:37:30.97,+31:21:44.4,UMa,0.75,0.56,3,14.6,,12.43,11.78,11.57,22.52,SBm,,,,,2MASX J11373079+3121437,,,,
NGC,NGC5053,,,,GCl,Globular Cluster,13:16:26.99,+17:41:51.9,Com,4.8,,,,9.96,,,,,,,,,,MWSC 2101,,,,
IC,IC5028,,,,G,Galaxy,20:43:22.03,-65:38:52.1,Pav,1.32,0.77,170,15.24,,,,,24.09,I,,,,,ESO 106-010,,,,
IC,IC2948,,,,Cl+N,Star cluster + Nebula,11:39:05.94,-63:26:37.9,Cen,6,,,,,,,,,,,,,,MWSC 1961,,The open cluster ESO 094-SC 005 may be associated with this nebula.,,
NGC,NGC5061,,,,G,Galaxy,13:18:05.07,-26:50:14.0,Hya,3.75,3.05,109,11.18,10.41,8.19,7.53,7.29,22.94,E,,,,,2MASX J13180505-2650139,,,,
IC,IC5034,,,,G,Galaxy,20:43:41.67,-57:01:49.1,Ind,1.43,0.59,25,14.67,,11.56,10.85,10.54,23.49,Sbc,,,,,2MASX J20434168-5701493,,,,
IC,IC2950,,,,G,Galaxy,11:41:37.92,+37:59:31.6,UMa,0.65,0.56,81,14.8,,12.49,11.78,11.51,22.57,Sc,,,,,2MASX J11413792+3759310,,,,
NGC,NGC5064,,,,G,Galaxy,13:18:59.93,-47:54:31.2,Cen,2.7,1.4,36,12.81,11.61,9.09,8.38,8.01,23.5,Sb,,,,,2MASX J13185991-4754311,,,,
IC,IC5038,,,,G,Galaxy,20:46:51.65,-65:01:00.5,Pav,1.51,0.69,73,14.22,,11.01,10.31,10.26,23.15,SBc,,,,,2MASX J20465167-6501004,,,,
IC,IC2951,,,,G,Galaxy,11:43:24.56,+19:44:59.3,Leo,1.54,0.43,81,14.98,13.55,11.23,10.44,10.23,23.65,Sa,,,,,2MASX J11432453+1944595,,,,
NGC,NGC5067,,,,**,Double star,13:18:27.76,-10:08:43.0,Vir,,,,,,,,,,,,,,,,,,,
IC,IC5039,,,IC5003,Dup,Galaxy,20:43:14.34,-29:51:12.2,Mic,,,,,,,,,,,,,,,,,,,
IC,IC2953,,NGC3855,,Dup,Galaxy,11:44:25.78,+33:21:18.3,UMa,,,,,,,,,,,,,,,,,,,
NGC,NGC5068,,,,G,Galaxy,13:18:54.81,-21:02:20.8,Vir,7.48,6.7,138,10.53,10.01,8.36,7.87,7.55,23.65,Sc,,,,,2MASX J13185480-2102207,,,,
IC,IC5040,,,,G,Galaxy,20:52:19.61,-76:41:11.6,Oct,0.8,0.6,9,15.17,,13.06,11.81,11.62,23.11,Sd,,,,,2MASX J20521963-7641115,,,,
IC,IC2957,,,,G,Galaxy,11:45:36.94,+31:17:58.4,UMa,0.79,0.47,23,15,,12.32,11.63,11.47,23.28,S0,,,,,2MASX J11453698+3117584,,,,
NGC,NGC5070,,NGC5072,,G,Galaxy,13:19:12.56,-12:32:23.6,Vir,1.17,0.98,90,14,,11.07,10.36,10.12,23.55,E-S0,,,,,2MASX J13191256-1232232,,,,
IC,IC5047,,,IC5007,Dup,Galaxy,20:43:34.45,-29:42:13.1,Mic,,,,,,,,,,,,,,,,,,,
IC,IC2960,,,,G,Galaxy,11:46:19.70,+35:00:13.5,UMa,0.83,0.72,104,15.6,,12.52,11.89,11.62,23.66,Sb,,,,,2MASX J11461969+3500131,,,,
NGC,NGC5073,,,,G,Galaxy,13:19:20.65,-14:50:40.3,Vir,3.78,0.56,149,13.46,,10.14,9.44,9.16,23.62,SBc,,,,,2MASX J13192062-1450402,,,,
IC,IC5048,,,,G,Galaxy,20:51:40.64,-71:48:02.8,Pav,0.58,0.52,70,15.76,,12.99,12.64,12.14,23.31,SBbc,,,,,2MASX J20514064-7148026,,,,
IC,IC2962,,,,Other,,11:49:05.99,-12:18:40.9,Crt,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
NGC,NGC5074,,,,G,Galaxy,13:18:25.77,+31:28:08.7,CVn,0.82,0.41,145,14.7,,13.09,12.57,12.38,22.23,SABb,,,,,2MASX J13182578+3128088,,,,
IC,IC5049,,,,GPair,Galaxy Pair,20:47:23.44,-38:24:56.5,Mic,1.2,,,,,,,,,,,,,,,,,Diameter of the group inferred by the author.,
IC,IC2963,,NGC3915,,Dup,Galaxy,11:49:24.53,-05:07:06.4,Vir,,,,,,,,,,,,,,,,,,,
NGC,NGC5078,,,,G,Galaxy,13:19:49.98,-27:24:37.4,Hya,2.56,0.62,147,11.51,,8.21,7.46,7.12,22.26,Sa,,,,,2MASX J13195002-2724362,,,,
IC,IC5049A,,,,G,Galaxy,20:47:23.22,-38:24:47.4,Mic,1.1,0.84,149,15.15,,,,,24.21,E,,,,,MCG -06-45-014,,,,
IC,IC2964,,,,Other,,11:49:52.47,+12:03:01.1,Leo,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
NGC,NGC5084,,,,G,Galaxy,13:20:16.92,-21:49:39.3,Vir,9.93,2.46,80,11.15,12.21,8.01,7.26,7.06,25.22,S0,,,,,2MASX J13201692-2149392,,,,
IC,IC5049B,,,,G,Galaxy,20:47:23.83,-38:25:05.8,Mic,1.78,1.18,138,14.56,13.6,10.46,9.79,9.33,24.52,E,,,,,2MASX J20472382-3825056,,,,
IC,IC2966,,,,RfN,Reflection Nebula,11:50:13.55,-64:52:22.6,Mus,3,2,130,,,,,,,,,,,,2MASX J11501351-6452222,,,,
NGC,NGC5088,,,,G,Galaxy,13:20:20.25,-12:34:18.4,Vir,1.86,0.51,180,12.9,,10.86,10.17,10.08,22.43,SABb,,,,,2MASX J13202023-1234185,,,,
IC,IC5060,,,,G,Galaxy,20:54:46.66,-71:38:11.3,Pav,0.87,0.18,79,15.49,,,,,22.74,Sc,,,,,ESO 074-021,,,,
IC,IC2968,,,,G,Galaxy,11:52:30.53,+20:37:31.7,Leo,0.89,0.39,80,15.5,,12.55,11.91,11.52,23.9,S0-a,,,,,2MASX J11523053+2037317,,,,
NGC,NGC5089,,,,G,Galaxy,13:19:39.36,+30:15:23.6,Com,0.95,0.65,122,14.4,,11.7,11.27,10.87,22.77,Sb,,,,,2MASX J13193929+3015227,,,,
IC,IC5062,,,,**,Double star,20:48:10.20,-08:21:35.1,Aqr,,,,,,,,,,,,,,,,,,,
IC,IC2969,,,,G,Galaxy,11:52:31.27,-03:52:20.1,Vir,1.3,0.74,95,13.8,,11.91,11.36,11.15,22.66,SBbc,,,,,2MASX J11523127-0352199,,,,
NGC,NGC5090,,,,G,Galaxy,13:21:12.82,-43:42:16.4,Cen,3.51,2.76,106,12.59,11.51,8.58,7.8,7.57,24.15,E,,,,,2MASX J13211286-4342168,,,,
IC,IC5064,,,,G,Galaxy,20:52:38.28,-57:13:56.8,Ind,1.27,0.73,54,14.31,,11.17,10.45,10.13,23.31,SBa,,,,,2MASX J20523826-5713568,,,,
IC,IC2971,,,,G,Galaxy,11:53:27.54,+30:41:48.9,UMa,0.7,0.48,150,15.7,,12.47,11.71,11.63,23.84,E,,,,,2MASX J11532757+3041487,,,,
NGC,NGC5091,,,,G,Galaxy,13:21:17.72,-43:43:10.8,Cen,2.15,1.33,122,13.94,13.35,11.42,10.64,10.33,23.82,Sb,,,,,ESO 270-004,,,,
IC,IC5069,,,,G,Galaxy,21:00:12.85,-71:48:42.1,Pav,1.15,0.95,36,14.16,,,,,23.07,SBb,,,,,ESO 074-022,,,,
IC,IC2973,,,,G,Galaxy,11:53:50.76,+33:21:55.8,UMa,1.42,0.82,120,14.5,,12.64,11.93,11.73,23.51,SBcd,,,,,2MASX J11535082+3321563,,,,
NGC,NGC5092,,,,G,Galaxy,13:19:51.53,+22:59:59.6,Com,1.01,0.96,50,14.7,,10.9,10.24,9.94,23.22,E,,,,,2MASX J13195150+2300000,,,,
IC,IC5070,,,,HII,HII Ionized region,20:51:00.72,+44:24:05.4,Cyg,60,50,,8,,,,,,,,,,,LBN 350,Pelican Nebula,Part of the Pelican Nebula.,B-Mag taken from LEDA.,
IC,IC2974,,,IC2975,G,Galaxy,11:53:48.73,-05:10:04.2,Vir,2.19,0.47,100,13.84,,10.83,10,9.78,23.13,Sc,,,,,2MASX J11534872-0510044,,,,
NGC,NGC5096 NED03,,,,G,Galaxy,13:20:08.09,+33:05:22.5,CVn,0.65,0.48,60,16.33,,,,,24.51,E,,,,,SDSS J132008.08+330522.4,,,B-Mag taken from LEDA,
IC,IC5075,,,,G,Galaxy,21:04:38.10,-71:52:04.3,Pav,1.09,0.45,148,14.56,,11.73,10.94,10.6,22.96,Sab,,,,,2MASX J21043789-7152042,,,,
IC,IC2978,,,,G,Galaxy,11:56:23.23,+32:02:19.4,UMa,1,0.42,130,15.4,,13.68,13.77,13.08,23.48,SBcd,,,,,2MASX J11562287+3202144,,,,
NGC,NGC5105,,,,G,Galaxy,13:21:49.09,-13:12:24.4,Vir,1.93,1.37,140,13.3,,11.58,11.24,10.68,22.69,Sc,,,,,2MASX J13214910-1312244,,,,
IC,IC5083,,,,G,Galaxy,21:03:51.50,+11:45:49.1,Equ,0.8,0.6,30,15.5,,11.63,11,10.8,,S0,,,,,2MASX J21035147+1145494,,,,
IC,IC2982,,NGC4004B,,Dup,Galaxy,11:57:51.38,+27:52:07.2,Com,,,,,,,,,,,,,,,,,,,
